review_text,review_posted_date,review_header,review_rating,review_author
Amazon delivery from Appario Retail is genuine product. Pros: 1. Primary Camera video quality is excellent in 4K 2. Photo and portrait mode is excellent. 3. Screen and audio quality is awesome. Cons: 1.video recording in 4k consume very high storage (1 minute video = 1 GB) 2. Secondary selfie camera quality is average. 3. Low Battery backup and Charging cable is average quality. My suggestion is please consider 256 GB IPHONE X if you record video frequently. Also check seller review before buying online specially in UP & Bihar as some delivery man may temper packages. So check packages properly sealed or not before accepting.,04 Jan 2019,Check packages properly sealed or not before accepting,5.0 ,Manoj
Features are good I am writing reviews after using for 8 months. Phone delivered by Amazon has problem of voice from beginning and to the surprise it also hang so much and has restart on its own. Npw my phone gets automatically heat up on its own and then get switched off and now not getting restart even after doing anything.. Not original product delivered by Amazon,26 Mar 2019,Poor product delivered,1.0 ,salil mahajan
"It’s a defected phone, seller is very smart as it’s a online shopping you will get to know this defect after unsing this phone for a month. The screen of the phone is defected at its lower part. I got to know it once I have putted tempered glass on it, there is a bubble in screen every time. I have changed 10-12 screen guard and the problem remains same.",28 Jan 2019,Defected phone don’t buy it here,1.0 ,Sammi
"Its been 18days since i am using iphone x and its amazing.To be honest i was little scary ordering this phone online but the deal is something that i cant miss. Phone is working quite decent and i can suggest anyone to buy it from amazon. There is nothing like you will get defective piece, a clone or a soap 😂😂. Thanks to Amazon for giving me iphone x at unbeatable price",01 Nov 2018,GO FOR IT GUYS,5.0 ,Arshdeep Singh
"iPhone X has been great to use. The first thing that comes to my mind is a good speed and long battery life that it has. What not good about it is the cost to maintain the phone. So I did not buy the insurance thinking that I will manage the repairs without getting an insurance. But one fine day I dropped the iPhone X and the back glass of the phone was damaged. So I went to Apple Care to replace it since its looking shabby. To my surprise, I got to know that the BACK GLASS is not replaceable and that to solve this issue you will have to replace the whole phone which will cost Rs.54000 which does not make sense. So one thing is clear that replacing parts are damn expensive and you should buy an Apple protection plan which will cover your phone from liquid and phone damage which you can buy for merely Rs. 8000. I checked these rates in Pune.",05 Jul 2019,Get an Apple protection plan also with it without fail.,3.0 ,Justin George
Everything perfect.,14 Sep 2018,Kaafi sexy phone,5.0 ,Ishaan
Its simply an iphone!!! If you are into ios ecosystem then it is simply the best iphone in terms of price to utility ratio. U get best amoled screen. Top most superior build quality. Stainless steel is simple luxury. Non ios users will also feel the premiumness just on seeing this and holding it. Face id is better than touch id in terms of usability. Literally no one can sneak into ur phone if u know how to use face id properly. Only thing that slightly lets is down is battery life. It goes for around a day easily but don’t expect anything more from the battery. All in all simply the best phone ever. I prefer white because of clear mirror finished polished stainless steel.,08 May 2019,Luxury at its best,5.0 ,kunal garg
In love with this phone... Good quality image+ the touch is superb+ video and audio quality is soo much cool+ the display is super attractive+ battery works well Dislike- face recognition sometimes doesn't work for me,18 Mar 2019,Perfection in a cellphone !!!,5.0 ,Rajni
Great product....face recognition is just awesome feature,02 May 2019,Quality product,5.0 ,Ajeet Purohit
"Mobile have problems some half screen coming, please check the screen quality & replacement immediately, Await for your earliest reply",01 Nov 2018,"defect in the mobile pl replace immediately as soon as possible, Await for earliest reply",5.0 ,MOHAMMED Rawoof
One of the best apple products that I have used till date. Great product with great features. Though a little over priced as apple products are but definitely worth it. It’s been over a month since I have been using this phone and it has given me satisfactory performance till now.,13 Mar 2019,Amazingly over priced product but worth it!,5.0 ,Tarush
Battery life could be better but that goes for every iPhone out there. It’s a great product.,17 Oct 2018,iPhone X still relevant in 2018,5.0 ,Bankimchandra M.
"I have a doubt that you may send faulty products at the time of grand sale. Because product looks sealed still works with errors. Call drops,no proper connectivity over network, immediate shut down etc etc",31 Dec 2018,Faulty product,2.0 ,Chinmayananda GK
"Worthy buying..Needless to say anything about iphones.. Amazon delivered this genuine product .. and the packing was good and got this for 73000 which is 9,000 less than the market price. Excellent product and im on cloud nine..",04 Apr 2019,Excellent,5.0 ,vinoth
What a deal . iPhone X don’t need any introductions except for cost and when you get it at a steal time to grab it . Happy with phones performance,07 Apr 2019,Bargain deal,5.0 ,SARIKA Chandna
Product is good but no one to give a demo. The nearest authorised Apple store guy was not cooperative as the product was not bought from his store. It took is a lot of effort andwoth help from other iPhone users we could start using the phone,17 Mar 2019,Poor response from #Apple,5.0 ,Amazon Customer
"I don't have to describe because Everyone knows that iPhones are iPhones they are fabulous. The only thing I have to say that it's High stainless steel getting scratches very easily, So tale care of ur expensive iPhone.",05 Dec 2018,Best Choice,5.0 ,Rahul Yadav
Pathetic Product! I bought the phone in December 2018 on amazon and two days ago my phone turned off on its own and is not turning on but it is continuously heating. Its not even six months and the phone is faulty. Dissappointed!,08 Jun 2019,Review after Six Months of use,1.0 ,Mohit N.
I am disappointed with small battery and lack of HDR 10+...,28 Feb 2019,You must upgrade to iPhone X if you using iPhone 6,5.0 ,Wiki
Brought st sale price and with discounts applied as worth the price .Thanks Amazon . Using Apple phone for long time so no worries about the product . Fantastic delivery and great product experience .,01 Nov 2018,Fantastic delivery and great product experience.,5.0 ,Amazon Customer
